Customer Key,First Name,Last name,Registered Address,Registered City,Registered Province,Postal Code,Phone,Email,Gender,Age,latitude,longitude
230,Georgeanna,Marrano,[redacted],Hamilton,ON,L8N 2V6,[redacted],[redacted],M,60,43.4017,-80.017
231,Rosendo,Lanter,[redacted],Regina,SK,S4N 5R4,[redacted],[redacted],M,52,50.4671,-104.541
232,Jerilyn,Norcia,[redacted],Hanover,ON,N4N 2P6,[redacted],[redacted],M,52,44.1501,-81.033
233,Elfriede,Bakeley,[redacted],Grand-Sault/Grand Falls,NB,E3Z 2K5,[redacted],[redacted],Not Specified,19,46.9266,-67.7466
234,Harris,Sheck,[redacted],Montreal,QC,H2H 1Z2,[redacted],[redacted],Not Specified,57,45.5374,-73.5735
235,Leonor,Beilinson,[redacted],Orleans,ON,K1C 1Z6,[redacted],[redacted],F,63,45.4677,-75.5399
236,Terrilyn,Waska,[redacted],Gatineau,QC,J8M 2A5,[redacted],[redacted],Not Specified,52,45.5435,-75.4274
237,Maddie,Foulds,[redacted],Montreal,QC,H2M 1W9,[redacted],[redacted],F,55,45.5528,-73.6411
238,Melynda,Anstead,[redacted],Longueuil,QC,J4J 3E9,[redacted],[redacted],F,24,45.5362,-73.4721
239,Odette,Thigpen,[redacted],Corner Brook,NL,A2H 2K1,[redacted],[redacted],Not Specified,43,48.9156,-57.797
240,Steffanie,Meinen,[redacted],Montreal,QC,H3C 5G9,[redacted],[redacted],F,28,45.498,-73.5472
241,Antonette,Stimac,[redacted],Kitchener,ON,N2A 1S3,[redacted],[redacted],F,46,43.4413,-80.4246
242,Thora,Daneker,[redacted],Gatineau,QC,J8P 3A1,[redacted],[redacted],F,63,45.4869,-75.6157
243,Nada,Massanet,[redacted],Surrey,BC,V3R 4L7,[redacted],[redacted],Not Specified,44,49.1948,-122.8131
244,Ivette,Dills,[redacted],Reserve Mines,NS,B1E 1G6,[redacted],[redacted],M,55,46.1845,-60.0166
245,Devon,Delacerda,[redacted],Comox,BC,V9M 1T4,[redacted],[redacted],M,54,49.6829,-124.9361
246,Lon,Tibbles,[redacted],Mississauga,ON,L5E 1B7,[redacted],[redacted],F,51,43.5836,-79.561
247,Tennie,Santanna,[redacted],Trois-Rivieres,QC,G8T 6A2,[redacted],[redacted],Not Specified,66,46.3877,-72.5357
248,Fidelia,Vilven,[redacted],Scarborough,ON,M1G 1V4,[redacted],[redacted],F,55,43.7712,-79.2144
249,Michal,Gunyan,[redacted],Quebec,QC,G2B 4L7,[redacted],[redacted],F,51,46.8505,-71.3357
250,Enola,Yandow,[redacted],Dartmouth,NS,B2W 6G3,[redacted],[redacted],F,53,44.6752,-63.5077
251,Meghann,Mamudoski,[redacted],Hebbville,NS,B4V 7A2,[redacted],[redacted],M,39,44.3835,-64.5155
252,Latanya,Mattia,[redacted],Portage la Prairie,MB,R1N 3T4,[redacted],[redacted],M,50,49.9728,-98.2926
253,Chandra,Firlik,[redacted],Oshawa,ON,L1J 8H1,[redacted],[redacted],Not Specified,30,43.8852,-78.8771
254,Barney,Dewer,[redacted],Bedford,NS,B4A 3V5,[redacted],[redacted],M,63,44.7232,-63.656
255,Ocie,Chreene,[redacted],Orleans,ON,K1E 2C8,[redacted],[redacted],F,66,45.4771,-75.5046
256,Precious,Dubray,[redacted],Orillia,ON,L3V 4N5,[redacted],[redacted],Not Specified,59,44.6087,-79.4207
257,Sanda,Laramie,[redacted],Dawson Creek,BC,V1G 1Y2,[redacted],[redacted],F,26,55.7666,-120.2362
258,Gaynell,Benavente,[redacted],Thunder Bay,ON,P7E 2H1,[redacted],[redacted],M,30,48.3684,-89.284
259,Bethanie,Cutsforth,[redacted],Cambridge,ON,N1S 2S8,[redacted],[redacted],Not Specified,39,43.3592,-80.3347
260,Yvette,Capiga,[redacted],Big Valley,AB,T0J 0G0,[redacted],[redacted],Not Specified,23,50.9944,-111.4632
261,Alana,Blackmon,[redacted],Scarborough,ON,M1B 2S5,[redacted],[redacted],F,26,43.8113,-79.193
262,Lakeesha,Beachel,[redacted],Chilliwack,BC,V2P 4W3,[redacted],[redacted],F,62,49.1838,-121.9046
263,Ailene,Friedman,[redacted],Enterprise,NB,E7G 1M2,[redacted],[redacted],F,44,46.9065,-67.39
264,Valene,Madson,[redacted],Alma,QC,G8B 7M5,[redacted],[redacted],M,41,48.5548,-71.673
265,Floyd,Bub,[redacted],Toronto,ON,M4V 2Z2,[redacted],[redacted],M,31,43.6861,-79.4025
266,Josue,Hatherly,[redacted],Etobicoke,ON,M9W 1M9,[redacted],[redacted],Not Specified,41,43.7144,-79.5909
267,Johnathon,Wadden,[redacted],Peterborough,ON,K9J 3N7,[redacted],[redacted],F,31,44.3104,-78.2396
268,Kenneth,Drizin,[redacted],Amos,QC,J9T 1S3,[redacted],[redacted],F,56,48.5669,-78.1162
269,Leila,Titzer,[redacted],Calgary,AB,T2X 2M9,[redacted],[redacted],F,28,50.8837,-114.0326
270,Marquetta,Quinlisk,[redacted],Mont-Royal,QC,H3R 1G3,[redacted],[redacted],F,59,45.5101,-73.6478
271,Annamae,Beliles,[redacted],Burnaby,BC,V5G 4J9,[redacted],[redacted],F,22,49.2478,-122.9938
272,An,Dosal,[redacted],Drummondville,QC,J2B 3J9,[redacted],[redacted],Not Specified,59,45.9061,-72.5929
273,Karina,Cortesi,[redacted],Saint-Bruno,QC,J3V 5S1,[redacted],[redacted],M,23,45.532,-73.3437
274,Otis,Luong,[redacted],Simcoe,ON,N3Y 2P6,[redacted],[redacted],M,28,42.8334,-80.2997
275,Brendan,Kasperek,[redacted],Coquitlam,BC,V3E 2W1,[redacted],[redacted],Not Specified,43,49.3167,-122.7384
276,Keith,Evartt,[redacted],Derby Junction,NB,E1V 5B4,[redacted],[redacted],Not Specified,31,47.1942,-65.9381
277,Paulina,Arand,[redacted],Winnipeg,MB,R2J 2V1,[redacted],[redacted],M,66,49.8665,-97.0633
278,Cherelle,Welschmeyer,[redacted],Guelph,ON,N1E 5N9,[redacted],[redacted],Not Specified,34,43.5677,-80.2418
279,Percy,Neelon,[redacted],Rimouski,QC,G5L 1N6,[redacted],[redacted],F,33,48.416,-68.5979
280,Margot,Storrs,[redacted],Woodbridge,ON,L4H 2L8,[redacted],[redacted],Not Specified,53,43.8432,-79.5644
281,Paris,Bellis,[redacted],Woodstock,ON,N4S 3K1,[redacted],[redacted],Not Specified,63,43.1432,-80.7338
282,Sina,Masiejczyk,[redacted],Etobicoke,ON,M9C 5B4,[redacted],[redacted],Not Specified,42,43.6437,-79.5767
283,Kimi,Selfe,[redacted],Jonquiere,QC,G8A 1H7,[redacted],[redacted],Not Specified,21,48.4233,-71.3629
284,Chun,Richrdson,[redacted],Regina,SK,S4T 3L1,[redacted],[redacted],M,22,50.4507,-104.665
285,Lelia,Thiemann,[redacted],Kamloops,BC,V2B 7W6,[redacted],[redacted],Not Specified,26,50.8869,-120.7357
286,Cordell,Zinda,[redacted],Sherbrooke,QC,J1H 6E3,[redacted],[redacted],Not Specified,65,45.3891,-71.8986
287,Dorothy,Aitken,[redacted],Mississauga,ON,L5V 1E5,[redacted],[redacted],F,23,43.5972,-79.6931
288,Chauncey,Mcelreath,[redacted],Vanier,ON,K1L 7E2,[redacted],[redacted],M,37,45.44,-75.663
289,Tenesha,Stropko,[redacted],Cardigan,NB,E6B 1L7,[redacted],[redacted],Not Specified,36,46.3381,-66.9058
290,Anjelica,Lovero,[redacted],Amherst,NS,B4H 1K5,[redacted],[redacted],M,43,45.8335,-64.1987
291,Olga,Adessa,[redacted],Burlington,ON,L7P 4T1,[redacted],[redacted],F,64,43.3806,-79.886
292,Monte,Tindal,[redacted],Laval,QC,H7M 5P7,[redacted],[redacted],Not Specified,19,45.5984,-73.7159
293,Pamela,Mccoskey,[redacted],Terrebonne,QC,J6W 4W3,[redacted],[redacted],Not Specified,58,45.7064,-73.6178
294,Toshia,Lippoldt,[redacted],Stoneham-Et-Tewkesbury,QC,G3C 0S2,[redacted],[redacted],Not Specified,49,47.1691,-71.4332
295,Polly,Sandusky,[redacted],Hamilton,ON,L9A 4H9,[redacted],[redacted],Not Specified,28,43.2271,-79.871
296,Judy,Boerboom,[redacted],Paradise,NL,A1L 0H4,[redacted],[redacted],F,54,47.5291,-52.8814
297,Celestine,Pritt,[redacted],Ottawa,ON,K1G 3B6,[redacted],[redacted],M,29,45.3548,-75.5773
298,Murray,Fode,[redacted],Pointe-Claire,QC,H9R 5N9,[redacted],[redacted],F,41,45.4487,-73.8167
299,Shoshana,Courter,[redacted],Windsor,ON,N8Y 4T9,[redacted],[redacted],Not Specified,60,42.3176,-82.9929
300,Glendora,Pezley,[redacted],Edmonton,AB,T5Y 3J7,[redacted],[redacted],M,65,53.6585,-113.3614
301,Carlene,Kana,[redacted],Brantford,ON,N3T 2H4,[redacted],[redacted],F,25,43.131,-80.3254
302,Adria,Gilliam,[redacted],Hamilton,ON,L8N 2V6,[redacted],[redacted],M,61,43.4017,-80.017
303,Paola,Perkins,[redacted],Grande Prairie,AB,T8V 4G4,[redacted],[redacted],F,62,55.1808,-118.9103
304,Elina,Maury,[redacted],North York,ON,M6M 3B1,[redacted],[redacted],F,54,43.6934,-79.4857
305,Emile,Dorio,[redacted],Saint-Bruno,QC,J3V 4R8,[redacted],[redacted],M,36,45.532,-73.3437
306,Zoila,Lannigan,[redacted],York,ON,M6N 3Z2,[redacted],[redacted],F,44,43.6748,-79.4839
307,Yong,Yestramski,[redacted],Brantford,ON,N3R 3C6,[redacted],[redacted],M,40,43.1692,-80.2684
308,Leontine,Stalma,[redacted],Simcoe,ON,N3Y 5H1,[redacted],[redacted],F,40,42.8334,-80.2997
309,Troy,Dicus,[redacted],Trenton,ON,K8V 3Z2,[redacted],[redacted],M,31,44.0992,-77.5776
310,Annamaria,Vanhuss,[redacted],Dundas,ON,L9H 2C3,[redacted],[redacted],M,51,43.2638,-79.9524
311,Dorothea,Lowther,[redacted],Sudbury,ON,P3E 2W9,[redacted],[redacted],F,23,46.2676,-80.9063
312,Marion,Letran,[redacted],Gatineau,QC,J8Y 5Z4,[redacted],[redacted],F,45,45.448,-75.7434
313,Avery,Masso,[redacted],Amherst,NS,B4H 1N1,[redacted],[redacted],Not Specified,29,45.8335,-64.1987
314,Trinidad,Bredernitz,[redacted],Lasalle,QC,H8N 1S9,[redacted],[redacted],F,53,45.438,-73.6215
315,Herminia,Penso,[redacted],Fort McMurray,AB,T9H 3A8,[redacted],[redacted],F,22,56.664,-111.1357
316,Val,Bigaud,[redacted],Montreal,QC,H2C 3A1,[redacted],[redacted],Not Specified,66,45.5606,-73.6584
317,Renay,Oviedo,[redacted],North York,ON,M6B 3Y3,[redacted],[redacted],F,55,43.7081,-79.4479
318,Buck,Kotow,[redacted],Thunder Bay,ON,P7E 2H1,[redacted],[redacted],F,63,48.3684,-89.284
319,Toi,Rollison,[redacted],Terrebonne,QC,J6W 1M9,[redacted],[redacted],M,26,45.7064,-73.6178
320,Shanice,Pennel,[redacted],Kingston,ON,K7L 2Y7,[redacted],[redacted],M,41,44.2955,-76.428
321,Oliva,Ramerez,[redacted],Calgary,AB,T2C 1W4,[redacted],[redacted],M,55,50.987,-113.9634
322,Tamera,Crocker,[redacted],Edmonton,AB,T5C 3M1,[redacted],[redacted],Not Specified,19,53.5996,-113.4549
323,Melvin,Rather,[redacted],Drummondville,QC,J2B 3S8,[redacted],[redacted],M,52,45.9061,-72.5929
324,Essie,Fitzke,[redacted],Welshpool,NB,E5E 1G8,[redacted],[redacted],F,38,44.8908,-66.9318
325,Shay,Knieper,[redacted],Brossard,QC,J4X 1J9,[redacted],[redacted],M,57,45.4455,-73.4841
326,Ruby,Sensibaugh,[redacted],Coquitlam,BC,V3K 2P4,[redacted],[redacted],Not Specified,44,49.2366,-122.8521
327,Caren,Doscher,[redacted],Calgary,AB,T3H 2S3,[redacted],[redacted],Not Specified,59,51.0419,-114.2
328,Frank,Amend,[redacted],Cambridge,ON,N1S 1A7,[redacted],[redacted],Not Specified,61,43.3592,-80.3347
329,Lasandra,Frisinger,[redacted],Abbotsford,BC,V2S 2G5,[redacted],[redacted],F,56,49.0423,-122.2835
330,Sommer,Frere,[redacted],Saint-Hubert,QC,J3Y 4R3,[redacted],[redacted],F,20,45.4906,-73.3991
331,Gretchen,Mckeon,[redacted],Trail,BC,V1R 4Y2,[redacted],[redacted],F,67,49.0998,-117.7022
332,Providencia,Marien,[redacted],Ottawa,ON,K2C 2V1,[redacted],[redacted],Not Specified,53,45.3679,-75.7381
333,Lindsey,Arnoldi,[redacted],West Kelowna,BC,V1Z 2J2,[redacted],[redacted],Not Specified,43,49.8625,-119.5833
334,Romana,Riesgraf,[redacted],Moncton,NB,E1A 6P3,[redacted],[redacted],F,64,46.0967,-64.7087
335,Nobuko,Logwood,[redacted],Sarnia,ON,N7V 3X4,[redacted],[redacted],F,55,42.9998,-82.3926
336,Shawnna,Arredondo,[redacted],Orleans,ON,K4A 0V9,[redacted],[redacted],Not Specified,53,45.4697,-75.4715
337,Doyle,Hathcox,[redacted],Prince George,BC,V2M 1K4,[redacted],[redacted],Not Specified,56,53.9127,-122.8708
338,Jacinta,Deppen,[redacted],Nelson,BC,V1L 1A7,[redacted],[redacted],F,37,49.4999,-117.2855
339,Tawanna,Kuamoo,[redacted],Matane,QC,G4W 3G6,[redacted],[redacted],Not Specified,19,48.8286,-67.522
340,Christa,Cloutier,[redacted],Calgary,AB,T2L 2G4,[redacted],[redacted],Not Specified,28,51.1047,-114.1148
341,Noe,Kotz,[redacted],Salt Spring Island,BC,V8K 2T5,[redacted],[redacted],M,63,48.8138,-123.4973
342,Ellen,Fajen,[redacted],Edmonton,AB,T6A 0L9,[redacted],[redacted],Not Specified,62,53.5482,-113.4318
343,Tequila,Pelletier,[redacted],Richmond Hill,ON,L4C 9T5,[redacted],[redacted],M,61,43.8669,-79.4414
344,Tawny,Bonventre,[redacted],Richmond,BC,V6Y 1L9,[redacted],[redacted],F,65,49.17,-123.1368
345,Rosalyn,Mcspedon,[redacted],Kingston,ON,K7K 3L3,[redacted],[redacted],Not Specified,45,44.2569,-76.4717
346,Noble,Miyata,[redacted],Tillsonburg,ON,N4G 4Y4,[redacted],[redacted],F,43,42.8599,-80.7262
347,Lucille,Hubbell,[redacted],Nanaimo,BC,V9R 4Z4,[redacted],[redacted],M,31,49.1609,-123.9825
348,Azzie,Tuazon,[redacted],Oakville,ON,L6L 6V2,[redacted],[redacted],Not Specified,34,43.4032,-79.7186
349,Darci,Arau,[redacted],Trois-Rivieres,QC,G8Z 3J2,[redacted],[redacted],M,63,46.3458,-72.5716
350,King,Suman,[redacted],Chicoutimi,QC,G7J 4W9,[redacted],[redacted],M,51,48.4175,-71.1031
351,Denny,Zeanah,[redacted],Montreal,QC,H2Z 1P5,[redacted],[redacted],F,54,45.5052,-73.5622
352,Anissa,Frayer,[redacted],Surrey,BC,V3X 2L5,[redacted],[redacted],F,45,49.1067,-122.8576
353,Rosann,Heinricher,[redacted],Mirabel,QC,J7N 2E1,[redacted],[redacted],M,41,45.6345,-74.1005
354,Jeannine,Rippy,[redacted],Truro,NS,B2N 6J6,[redacted],[redacted],Not Specified,51,45.3668,-63.2654
355,Lashaun,Casteneda,[redacted],Edmonton,AB,T6L 4W9,[redacted],[redacted],Not Specified,54,53.4593,-113.4145
356,Miesha,Walen,[redacted],Espanola,ON,P5E 1C1,[redacted],[redacted],Not Specified,62,46.2584,-81.7665
357,Marva,Kountz,[redacted],Etobicoke,ON,M9A 0A5,[redacted],[redacted],M,31,43.6662,-79.5282
358,Dion,Lamastus,[redacted],Albanel,QC,G8M 3P2,[redacted],[redacted],M,42,48.8832,-72.4487
359,Hassie,Sarkin,[redacted],Valley,NS,B6L 2X2,[redacted],[redacted],Not Specified,32,45.4093,-63.2114
360,Jin,Perry,[redacted],Etobicoke,ON,M9C 2W4,[redacted],[redacted],M,66,43.6437,-79.5767
361,Demetra,Peth,[redacted],Sherbrooke,QC,J1K 1C5,[redacted],[redacted],Not Specified,57,45.3822,-71.9327
362,Irene,Benauides,[redacted],Lyttleton,NB,E9E 1Y1,[redacted],[redacted],Not Specified,21,46.8486,-65.6772
363,Colton,Pesqueira,[redacted],Oakville,ON,L6H 6M8,[redacted],[redacted],M,37,43.4881,-79.7098
364,William,Cilento,[redacted],Trochu,AB,T0M 2C0,[redacted],[redacted],F,23,51.9552,-114.8691
365,Shannan,Cupit,[redacted],North York,ON,M2N 2B8,[redacted],[redacted],F,33,43.7673,-79.4111
366,Shelba,Kast,[redacted],Halifax,NS,B3K 2C1,[redacted],[redacted],M,67,44.662,-63.6017
367,Dorcas,Diebold,[redacted],Mississauga,ON,L5M 4A7,[redacted],[redacted],M,19,43.5637,-79.7202
368,Rochell,Wetherby,[redacted],Amqui,QC,G5J 1E2,[redacted],[redacted],F,60,48.4638,-67.4313
369,Amber,Windell,[redacted],Richmond,BC,V6X 3S2,[redacted],[redacted],Not Specified,35,49.1836,-123.1168
370,Stefanie,Prinkey,[redacted],Surrey,BC,V3R 4T5,[redacted],[redacted],F,51,49.1948,-122.8131
371,Kenia,Sharples,[redacted],Calgary,AB,T2J 1Y3,[redacted],[redacted],F,37,50.8476,-114.1958
372,Jacquline,Libbey,[redacted],Cap-aux-Meules,QC,G4T 1M6,[redacted],[redacted],Not Specified,65,47.3999,-61.7996
373,Lavina,Michelet,[redacted],Anjou,QC,H1M 1X5,[redacted],[redacted],F,44,45.5883,-73.5572
374,Billi,Kazar,[redacted],Surrey,BC,V3W 9G2,[redacted],[redacted],Not Specified,56,49.141,-122.8569
375,Aron,Leuthold,[redacted],Chilliwack,BC,V2P 3X4,[redacted],[redacted],M,52,49.1838,-121.9046
376,Annice,Tartar,[redacted],Sherbrooke,QC,J1N 0H6,[redacted],[redacted],Not Specified,34,45.3395,-72.0128
377,Hyun,Zarazua,[redacted],Chatham,ON,N7L 5C4,[redacted],[redacted],M,55,42.4209,-82.1993
378,Shala,Ogle,[redacted],Fatima,QC,G4T 2N4,[redacted],[redacted],M,61,47.3999,-61.7996
379,Shasta,Canonico,[redacted],Sault Ste. Marie,ON,P6C 2C8,[redacted],[redacted],Not Specified,44,46.5353,-84.3732
380,Wenona,Braseth,[redacted],Beloeil,QC,J3G 2C1,[redacted],[redacted],F,41,45.5946,-73.2283
381,Marla,Gallati,[redacted],Lachine,QC,H8R 1R7,[redacted],[redacted],F,29,45.3994,-73.6506
382,Myra,Palenik,[redacted],Montmagny,QC,G5V 1N6,[redacted],[redacted],F,26,46.9804,-70.5549
383,Lawanda,Jacocks,[redacted],Cranbrook,BC,V1C 4E3,[redacted],[redacted],M,50,49.4999,-115.7688
384,Curt,Kohlman,[redacted],Saskatoon,SK,S7M 3S3,[redacted],[redacted],F,56,52.1133,-106.7235
385,Susy,Finstad,[redacted],Calgary,AB,T2X 0J3,[redacted],[redacted],M,25,50.8837,-114.0326
386,Kathrine,Kaper,[redacted],Halifax,NS,B3N 2X2,[redacted],[redacted],M,30,44.631,-63.6405
387,Oneida,Pospishil,[redacted],Victoriaville,QC,G6T 1N5,[redacted],[redacted],Not Specified,62,46.0828,-71.9728
388,Allene,Perera,[redacted],Etobicoke,ON,M9P 1J9,[redacted],[redacted],Not Specified,36,43.6949,-79.5323
389,Leonardo,Leahman,[redacted],Calgary,AB,T2L 1X5,[redacted],[redacted],M,55,51.1047,-114.1148
390,Nakisha,Russi,[redacted],Lethbridge,AB,T1H 6T3,[redacted],[redacted],F,34,49.7,-112.8186
391,Stephanie,Rolling,[redacted],Lloydminster,SK,S9V 1T4,[redacted],[redacted],Not Specified,36,53.2835,-110.0016
392,Florinda,Haycock,[redacted],Gatineau,QC,J8P 4L6,[redacted],[redacted],M,49,45.4869,-75.6157
393,Merri,Geberth,[redacted],Winnipeg,MB,R2P 2J7,[redacted],[redacted],F,65,49.9696,-97.1554
394,Malcom,Vereen,[redacted],Windsor,ON,N8T 1V1,[redacted],[redacted],Not Specified,63,42.3037,-82.9459
395,Louvenia,Abney,[redacted],Prince Albert,SK,S6V 6A4,[redacted],[redacted],M,54,54.493,-104.3049
396,Alita,Borlace,[redacted],Kenora,ON,P9N 1K7,[redacted],[redacted],Not Specified,29,49.7573,-94.3427
397,Noemi,Ill,[redacted],Sault Ste. Marie,ON,P6B 2W6,[redacted],[redacted],M,38,46.5307,-84.3046
398,Nydia,Ancar,[redacted],Edmonton,AB,T5V 1M7,[redacted],[redacted],Not Specified,29,53.5848,-113.6224
399,Hana,Meisel,[redacted],Calgary,AB,T2J 1G9,[redacted],[redacted],Not Specified,48,50.8476,-114.1958
400,Noel,Marrazzo,[redacted],Camrose,AB,T4V 2Y4,[redacted],[redacted],Not Specified,42,53.0168,-112.8353
401,Brice,Rowe,[redacted],Belleville,ON,K8N 1R9,[redacted],[redacted],M,50,44.1735,-77.3684
402,Nguyet,Kitchens,[redacted],Red Deer,AB,T4N 2H5,[redacted],[redacted],M,19,52.2316,-113.8358
403,Janae,Mair,[redacted],Ajax,ON,L1T 1R5,[redacted],[redacted],F,31,43.8843,-79.0534
404,Darrel,Makley,[redacted],Baie-Sainte-Anne,NB,E9A 1P1,[redacted],[redacted],F,60,47.0188,-64.92
405,Genevieve,Milionis,[redacted],Sault Ste. Marie,ON,P6B 5Y9,[redacted],[redacted],F,23,46.5307,-84.3046
406,Giovanna,Bacho,[redacted],North Vancouver,BC,V7M 3J6,[redacted],[redacted],F,49,49.3222,-123.0834
407,Shelton,Spannuth,[redacted],Brandon,MB,R7B 1N3,[redacted],[redacted],M,56,49.842,-99.9831
408,Alison,Mahlum,[redacted],Belleville,ON,K8N 2W3,[redacted],[redacted],M,62,44.1735,-77.3684
409,Maynard,Zufall,[redacted],Vancouver,BC,V5X 4K1,[redacted],[redacted],M,58,49.2156,-123.0979
410,Timothy,Bussert,[redacted],Toronto,ON,M4C 3Y1,[redacted],[redacted],Not Specified,63,43.6913,-79.3116
411,Viola,Eddens,[redacted],Grand Manan,NB,E5G 3A8,[redacted],[redacted],F,24,44.6976,-66.8065
412,Luann,Michon,[redacted],Montreal,QC,H2S 2G9,[redacted],[redacted],M,28,45.5354,-73.6061
413,Mable,Goerke,[redacted],Toronto,ON,M6P 2V5,[redacted],[redacted],Not Specified,34,43.6605,-79.4633
414,Sabine,Kaea,[redacted],Brampton,ON,L6W 1A8,[redacted],[redacted],M,60,43.68,-79.7273
415,Dolores,Moltz,[redacted],Fredericton,NB,E3B 2P9,[redacted],[redacted],M,47,45.8119,-66.6763
416,Hannah,Suero,[redacted],Oakville,ON,L6L 3G9,[redacted],[redacted],F,19,43.4032,-79.7186
417,Sonia,Blan,[redacted],Deer Lake,NL,A8A 2A6,[redacted],[redacted],Not Specified,65,49.1667,-57.4316
418,Cletus,Stapels,[redacted],Edmonton,AB,T6P 1K3,[redacted],[redacted],M,60,53.5078,-113.3723
419,Asha,Zoldak,[redacted],Saint-Stanislas,QC,G8L 7B6,[redacted],[redacted],F,65,48.8763,-72.212
420,Verlene,Billow,[redacted],Brampton,ON,L6P 0X3,[redacted],[redacted],M,37,43.7942,-79.7021
421,Yesenia,Giglio,[redacted],Janeville,NB,E2A 5K7,[redacted],[redacted],Not Specified,22,47.6181,-65.6511
422,Tayna,Sine,[redacted],Burlington,ON,L7R 3Y8,[redacted],[redacted],Not Specified,35,43.375,-79.8434
423,Verona,Jobst,[redacted],Montreal,QC,H3V 1E3,[redacted],[redacted],M,62,45.499,-73.6089
424,Denae,Eggers,[redacted],Winnipeg,MB,R2K 3B5,[redacted],[redacted],M,28,49.9203,-97.083
425,Rikki,Montalgo,[redacted],Montreal,QC,H2K 3M3,[redacted],[redacted],Not Specified,54,45.5307,-73.5547
426,Nan,Weekly,[redacted],London,ON,N5Y 5M9,[redacted],[redacted],Not Specified,30,43.0123,-81.2307
427,Sherell,Despain,[redacted],Surrey,BC,V3R 6N7,[redacted],[redacted],M,47,49.1948,-122.8131
428,Coral,Brennick,[redacted],Boucherville,QC,J4B 1R5,[redacted],[redacted],M,60,45.591,-73.4361
429,Phyliss,Huelse,[redacted],Lethbridge,AB,T1K 2L9,[redacted],[redacted],F,39,49.6511,-112.8351
430,Jesse,Wida,[redacted],Burlington,ON,L7T 3Y9,[redacted],[redacted],M,67,43.3081,-79.8507
431,Latonia,Helander,[redacted],Brampton,ON,L6V 4R8,[redacted],[redacted],M,36,43.7059,-79.7626
432,Aimee,Clozza,[redacted],Ottawa,ON,K1K 0K4,[redacted],[redacted],Not Specified,62,45.4448,-75.6431
433,Marcelle,Staie,[redacted],Stoney Creek,ON,L8E 4S4,[redacted],[redacted],F,67,43.2245,-79.6988
434,Ilda,Schuring,[redacted],St. Albert,AB,T8N 1L5,[redacted],[redacted],M,45,53.6334,-113.6353
435,Aileen,Klukken,[redacted],North York,ON,M2N 2T3,[redacted],[redacted],M,45,43.7673,-79.4111
436,Davida,Zeng,[redacted],Sainte-Sophie,QC,J5J 2B5,[redacted],[redacted],F,24,45.8306,-73.9191
437,Beata,Rubarts,[redacted],Victoria,BC,V8X 1R2,[redacted],[redacted],F,61,48.4777,-123.3658
438,Angelyn,Wieand,[redacted],Brampton,ON,L6X 0E3,[redacted],[redacted],M,56,43.6665,-79.8054
439,Claudio,Hummell,[redacted],Calgary,AB,T3L 2H1,[redacted],[redacted],F,31,51.1467,-114.3133
440,Krystal,Twyman,[redacted],Scarborough,ON,M1C 1N8,[redacted],[redacted],M,42,43.7878,-79.1564
441,Adela,Echegoyen,[redacted],Burnaby,BC,V5B 4L5,[redacted],[redacted],F,19,49.2769,-122.9761
442,Ryan,Phibbs,[redacted],Regina,SK,S4V 3B8,[redacted],[redacted],F,33,50.4251,-104.5389
443,Edmond,Buettner,[redacted],Saint-Eustache,QC,J7P 1A5,[redacted],[redacted],Not Specified,65,45.5779,-73.8809
444,Catina,Emmert,[redacted],Thunder Bay,ON,P7C 4H3,[redacted],[redacted],F,44,48.352,-89.4649
445,Milly,Pattengale,[redacted],Wetaskiwin,AB,T9A 3K1,[redacted],[redacted],F,56,52.9668,-113.3687
446,Jules,Erichsen,[redacted],Mississauga,ON,L5C 1L3,[redacted],[redacted],Not Specified,63,43.5624,-79.6504
447,Denna,Miklitz,[redacted],Saint-Jean-sur-Richelieu,QC,J3B 0C5,[redacted],[redacted],M,64,45.2832,-73.2792
448,Willetta,Cesa,[redacted],Membertou,NS,B1S 2P3,[redacted],[redacted],M,50,46.1109,-60.2092
449,Johna,Magathan,[redacted],Edmonton,AB,T6K 4E5,[redacted],[redacted],M,26,53.4609,-113.4519
450,Ollie,Oliverson,[redacted],Etobicoke,ON,M9W 3W4,[redacted],[redacted],M,46,43.7144,-79.5909
451,Sherly,Vitrano,[redacted],Sydney,NS,B1P 1C1,[redacted],[redacted],F,19,46.1341,-60.1749
452,Kindra,Dishong,[redacted],Nepean,ON,K2E 6A5,[redacted],[redacted],M,45,45.3438,-75.7157
453,Vanda,Tentler,[redacted],Kimberley,BC,V1A 2M7,[redacted],[redacted],Not Specified,33,49.6832,-115.9855
454,Marshall,Fitgerald,[redacted],Calgary,AB,T2M 4H2,[redacted],[redacted],F,19,51.133,-113.856
455,Kelvin,Hasha,[redacted],Edmonton,AB,T5M 4A7,[redacted],[redacted],Not Specified,48,53.563,-113.5662
456,Darrin,Mathiasen,[redacted],Boucherville,QC,J4B 3Y4,[redacted],[redacted],F,31,45.591,-73.4361
457,Susana,Mccarley,[redacted],Windsor,ON,N9E 2G5,[redacted],[redacted],Not Specified,66,42.2652,-83.0314
458,Wilson,Nickelson,[redacted],North York,ON,M2J 3W5,[redacted],[redacted],M,52,43.7801,-79.3479
459,Malissa,Talty,[redacted],Saint John,NB,E2M 2N5,[redacted],[redacted],M,40,45.2347,-66.1749
